queue_id,num_people_waiting,queue_length,active_counters,avg_service_time,priority_customers,day_of_week,time_of_day,historical_queue_load,previous_waiting_time,actual_waiting_time,hour,time_period,is_weekend
97,8,13,4,12.6,1,Friday,18:43,15.8,13.9,46.7,18,Evening,False
98,12,18,5,7.0,1,Thursday,18:19,14.0,13.8,27.0,18,Evening,False
99,9,12,3,12.2,0,Monday,23:18,5.3,25.9,30.0,23,Night,False
100,8,12,4,10.3,0,Tuesday,15:21,9.4,34.4,24.7,15,Afternoon,False
101,4,8,4,9.3,0,Sunday,08:11,7.4,8.9,9.6,8,Morning,True
102,3,9,3,6.3,0,Wednesday,06:21,5.3,8.8,4.9,6,Morning,False
103,11,17,5,5.9,0,Thursday,14:21,17.6,1.6,19.6,14,Afternoon,False
104,4,10,4,4.7,1,Sunday,13:17,12.9,3.5,13.7,13,Afternoon,True
105,11,16,5,6.6,0,Thursday,18:52,13.6,15.9,21.9,18,Evening,False
106,3,7,3,7.7,0,Saturday,04:58,4.9,10.2,8.2,4,Night,True
107,11,16,4,6.7,0,Thursday,20:21,6.9,0.0,26.2,20,Evening,False
108,13,18,4,5.0,0,Monday,11:21,12.4,4.7,20.5,11,Morning,False
109,5,10,4,11.5,1,Wednesday,15:29,9.0,28.5,29.7,15,Afternoon,False
110,4,9,4,10.8,0,Friday,10:02,5.2,9.4,14.6,10,Morning,False
111,6,13,5,11.4,0,Saturday,12:58,12.8,25.0,32.9,12,Afternoon,True
112,9,16,5,5.6,1,Thursday,15:00,8.6,6.0,15.8,15,Afternoon,False
113,8,11,3,8.2,1,Monday,16:01,13.5,31.3,40.5,16,Afternoon,False
114,7,14,4,10.0,0,Sunday,08:38,8.5,13.7,16.8,8,Morning,True
115,7,11,4,8.8,0,Thursday,12:35,8.5,16.3,20.0,12,Afternoon,False
116,11,16,4,5.4,2,Wednesday,18:48,10.0,16.1,20.9,18,Evening,False
117,10,17,5,14.1,1,Wednesday,08:07,10.1,29.4,37.5,8,Morning,False
118,9,13,3,8.4,3,Tuesday,12:47,12.4,18.1,48.0,12,Afternoon,False
119,9,15,6,10.8,0,Tuesday,08:30,5.1,22.4,19.0,8,Morning,False
120,9,15,4,5.6,1,Wednesday,20:39,9.1,23.3,21.0,20,Evening,False
121,7,11,4,6.1,0,Thursday,19:09,10.7,7.3,15.7,19,Evening,False
122,6,11,4,8.0,0,Sunday,16:06,7.1,11.2,13.5,16,Afternoon,True
123,9,13,4,5.3,1,Monday,19:11,8.1,20.5,17.4,19,Evening,False
124,10,14,4,6.7,0,Friday,16:15,10.2,16.6,23.3,16,Afternoon,False
125,0,4,4,8.8,0,Sunday,23:15,2.7,16.3,1.1,23,Night,True
126,5,10,3,7.3,0,Tuesday,20:06,5.7,31.4,18.6,20,Evening,False
127,9,15,4,7.0,0,Monday,15:58,8.2,12.4,23.6,15,Afternoon,False
128,7,12,3,4.3,0,Monday,08:36,9.3,8.4,14.9,8,Morning,False
129,6,10,2,5.5,1,Wednesday,18:25,9.2,13.5,23.6,18,Evening,False
130,8,14,4,6.7,0,Wednesday,09:11,6.3,7.6,15.3,9,Morning,False
131,7,14,5,5.1,1,Saturday,11:18,11.9,10.6,15.7,11,Morning,True
132,20,25,4,5.9,0,Tuesday,16:31,12.1,1.6,38.3,16,Afternoon,False
133,10,13,3,3.8,1,Sunday,16:48,10.3,13.2,17.6,16,Afternoon,True
134,8,12,3,3.8,0,Thursday,10:35,2.0,20.6,11.5,10,Morning,False
135,11,15,4,3.0,0,Tuesday,09:10,9.8,8.7,7.2,9,Morning,False
136,9,15,4,3.2,1,Thursday,09:31,4.7,0.9,10.5,9,Morning,False
137,9,14,4,8.6,1,Monday,11:37,8.6,24.6,34.6,11,Morning,False
138,6,11,3,10.5,1,Thursday,17:36,9.2,22.5,33.5,17,Evening,False
139,7,11,4,5.4,2,Monday,11:33,9.4,10.3,21.4,11,Morning,False
140,8,12,3,5.7,0,Friday,21:32,13.2,31.3,20.2,21,Night,False
141,13,19,5,7.8,2,Wednesday,14:48,10.0,10.7,60.6,14,Afternoon,False
142,3,8,4,9.6,0,Saturday,00:46,7.5,21.3,9.2,0,Night,True
143,9,12,3,4.6,0,Thursday,11:39,7.8,26.9,21.9,11,Morning,False
144,8,12,4,5.6,1,Monday,16:09,13.8,1.5,18.7,16,Afternoon,False
145,12,19,5,12.2,0,Monday,11:59,12.5,15.1,42.1,11,Morning,False
146,9,15,4,7.2,2,Tuesday,17:57,7.8,18.3,31.0,17,Evening,False
147,15,22,5,7.8,0,Monday,18:14,11.8,2.8,32.1,18,Evening,False
148,14,18,4,7.5,0,Tuesday,18:40,9.0,16.1,39.8,18,Evening,False
149,4,8,3,8.9,1,Sunday,20:31,4.5,26.4,25.1,20,Evening,True
150,9,15,3,6.0,2,Wednesday,17:27,8.7,15.5,31.1,17,Evening,False
151,8,11,3,8.2,0,Thursday,21:47,7.2,15.4,27.0,21,Night,False
152,7,10,3,7.9,0,Saturday,09:19,14.3,24.9,24.8,9,Morning,True
153,25,31,6,10.2,2,Saturday,19:11,13.9,11.4,74.4,19,Evening,True
154,6,11,3,5.7,0,Friday,22:20,6.0,15.3,11.7,22,Night,False
155,4,10,4,6.2,0,Friday,07:49,10.8,13.8,9.1,7,Morning,False
156,4,11,5,3.7,0,Thursday,17:39,8.0,6.0,3.4,17,Evening,False
157,11,20,6,7.1,0,Friday,07:04,9.3,6.5,15.9,7,Morning,False
158,9,14,3,5.6,0,Tuesday,08:29,9.4,15.3,21.3,8,Morning,False
159,9,15,5,7.7,2,Saturday,19:31,10.6,24.6,33.6,19,Evening,True
160,3,6,2,6.7,0,Tuesday,00:49,8.7,8.2,10.4,0,Night,False
161,14,19,4,10.5,0,Tuesday,20:45,6.8,23.2,46.7,20,Evening,False
162,9,14,4,9.8,1,Wednesday,16:26,12.6,12.2,34.0,16,Afternoon,False
163,8,14,4,5.5,0,Monday,09:12,11.4,18.7,14.5,9,Morning,False
164,9,14,4,8.3,0,Sunday,21:34,12.0,1.6,21.8,21,Night,True
165,16,18,2,7.0,0,Saturday,14:40,7.6,38.0,85.6,14,Afternoon,True
166,5,9,2,5.8,1,Sunday,20:48,5.0,14.8,20.2,20,Evening,True
167,7,11,4,7.5,0,Thursday,14:03,5.0,20.5,18.6,14,Afternoon,False
168,9,13,4,4.3,1,Wednesday,15:46,7.8,10.4,16.0,15,Afternoon,False
169,11,20,5,7.4,1,Thursday,18:02,9.4,11.5,30.0,18,Evening,False
170,9,16,5,11.6,0,Thursday,15:15,6.6,26.4,29.7,15,Afternoon,False
171,10,14,2,8.2,0,Sunday,12:49,7.0,18.3,52.4,12,Afternoon,True
172,12,17,5,6.3,0,Thursday,16:41,10.4,11.4,20.5,16,Afternoon,False
173,11,14,3,6.7,0,Monday,17:54,7.4,25.5,36.4,17,Evening,False
174,10,16,3,12.1,0,Monday,09:21,13.4,39.5,50.9,9,Morning,False
175,3,6,3,5.1,2,Thursday,08:53,3.8,12.3,11.2,8,Morning,False
176,5,11,5,10.8,0,Wednesday,10:15,11.7,16.4,14.0,10,Morning,False
177,7,10,2,7.7,0,Tuesday,11:30,6.3,16.1,33.2,11,Morning,False
178,13,19,6,7.5,2,Saturday,13:58,12.5,25.0,39.9,13,Afternoon,True
179,9,14,3,6.0,1,Sunday,13:00,7.7,19.9,27.0,13,Afternoon,True
180,11,17,5,8.7,2,Wednesday,21:53,7.5,17.5,29.3,21,Night,False
181,9,13,4,8.8,0,Tuesday,09:28,8.7,13.4,23.0,9,Morning,False
182,7,13,4,3.6,0,Wednesday,03:58,5.3,7.9,7.7,3,Night,False
183,7,10,3,5.9,3,Monday,10:13,10.1,13.5,24.7,10,Morning,False
184,10,15,4,6.4,2,Monday,10:27,10.8,10.7,29.2,10,Morning,False
185,7,13,4,6.8,2,Tuesday,14:38,8.9,19.5,22.5,14,Afternoon,False
186,7,10,3,7.5,1,Friday,17:19,11.0,19.4,29.3,17,Evening,False
187,16,20,4,5.1,1,Tuesday,18:47,14.2,7.2,33.2,18,Evening,False
188,8,10,2,6.3,0,Thursday,09:19,7.9,22.9,29.9,9,Morning,False
189,14,20,5,2.0,2,Saturday,18:27,9.9,0.0,10.9,18,Evening,True
190,5,12,4,8.6,0,Tuesday,07:57,6.4,23.0,8.0,7,Morning,False
191,8,12,4,6.1,2,Sunday,11:50,8.8,22.4,23.8,11,Morning,True
192,10,15,3,10.2,2,Saturday,08:51,6.5,25.0,56.0,8,Morning,True
193,6,9,3,9.6,0,Friday,10:26,9.2,22.5,27.0,10,Morning,False
194,1,3,2,4.9,0,Friday,14:55,2.4,22.7,3.7,14,Afternoon,False
195,8,13,3,6.9,1,Thursday,08:31,9.9,15.5,26.3,8,Morning,False
196,7,13,4,3.4,1,Sunday,17:49,12.0,0.0,11.7,17,Evening,True
197,3,9,4,9.7,0,Tuesday,13:31,7.1,24.2,13.8,13,Afternoon,False
198,15,18,3,5.4,1,Sunday,09:28,7.8,12.3,25.2,9,Morning,True
199,6,11,3,10.4,1,Monday,02:46,10.7,20.8,27.4,2,Night,False
200,14,18,3,6.1,1,Monday,09:48,10.5,14.8,39.7,9,Morning,False
201,8,12,3,4.3,2,Wednesday,10:56,2.4,13.0,18.9,10,Morning,False
202,8,13,3,12.8,0,Thursday,17:23,7.5,27.5,45.8,17,Evening,False
203,8,12,4,8.4,1,Tuesday,15:01,11.0,19.7,27.9,15,Afternoon,False
204,12,14,2,4.1,1,Friday,15:50,10.1,19.3,35.2,15,Afternoon,False
205,4,9,2,7.1,0,Wednesday,14:26,11.1,33.7,19.8,14,Afternoon,False
206,9,14,3,5.5,1,Thursday,07:29,8.2,7.9,19.4,7,Morning,False
207,8,13,4,8.0,1,Saturday,17:17,10.0,25.7,28.7,17,Evening,True
208,4,11,3,8.3,0,Sunday,22:57,6.0,18.6,9.6,22,Night,True
209,16,22,5,7.7,3,Monday,07:46,7.3,12.4,42.4,7,Morning,False
210,14,17,3,3.8,1,Friday,17:17,10.5,5.7,25.5,17,Evening,False
211,3,6,3,7.9,1,Saturday,15:14,8.7,20.7,13.7,15,Afternoon,True
212,7,13,4,3.8,1,Thursday,12:04,12.6,6.6,12.8,12,Afternoon,False
213,6,10,1,3.8,1,Wednesday,21:13,8.3,17.6,22.0,21,Night,False
214,11,17,5,7.5,0,Friday,12:37,9.9,9.8,18.3,12,Afternoon,False
215,16,19,3,6.8,0,Saturday,09:55,6.6,17.6,46.0,9,Morning,True
216,13,19,6,5.2,0,Monday,08:20,8.8,7.7,14.7,8,Morning,False
217,11,15,4,4.4,2,Sunday,13:18,10.6,12.6,22.3,13,Afternoon,True
218,6,12,6,7.5,1,Wednesday,16:37,7.7,0.0,4.8,16,Afternoon,False
219,4,9,3,7.7,3,Thursday,15:36,7.0,19.5,26.2,15,Afternoon,False
220,5,9,4,7.0,2,Saturday,10:27,11.8,5.2,22.3,10,Morning,True
221,5,9,4,6.4,0,Tuesday,01:10,10.7,14.8,8.8,1,Night,False
222,8,13,4,9.6,0,Thursday,16:35,7.9,15.8,26.3,16,Afternoon,False
223,11,15,4,6.4,2,Wednesday,13:43,15.3,22.4,36.4,13,Afternoon,False
224,4,8,4,5.3,1,Saturday,16:32,11.0,6.5,11.0,16,Afternoon,True
225,6,9,3,6.8,1,Sunday,15:41,5.4,14.7,18.0,15,Afternoon,True
226,4,10,4,6.4,1,Tuesday,15:50,2.4,14.8,14.0,15,Afternoon,False
227,17,24,5,3.7,3,Saturday,15:42,12.1,8.7,25.9,15,Afternoon,True
228,5,10,2,13.1,0,Friday,20:06,7.4,54.2,52.2,20,Evening,False
229,13,18,4,2.9,2,Saturday,11:52,11.4,6.1,15.9,11,Morning,True
230,3,8,2,5.4,0,Sunday,23:17,0.0,15.3,6.5,23,Night,True
231,6,9,2,9.3,0,Saturday,02:01,8.3,22.9,27.7,2,Night,True
232,7,11,4,12.5,1,Friday,13:27,11.3,28.8,40.9,13,Afternoon,False
233,2,5,2,7.5,1,Tuesday,10:44,7.4,21.8,14.7,10,Morning,False
234,9,13,4,5.7,1,Saturday,13:02,9.9,22.6,24.9,13,Afternoon,True
235,13,17,4,2.0,0,Thursday,14:05,11.2,0.5,6.2,14,Afternoon,False
236,9,15,4,10.8,0,Thursday,22:10,6.3,13.1,23.6,22,Night,False
237,15,20,4,6.9,1,Saturday,14:23,8.8,22.0,42.8,14,Afternoon,True
238,9,13,4,2.8,0,Friday,07:50,10.0,7.9,7.1,7,Morning,False
239,12,18,3,6.3,1,Saturday,20:31,8.7,14.8,34.9,20,Evening,True
240,8,14,4,10.5,1,Sunday,19:43,13.9,19.5,38.2,19,Evening,True
241,6,8,2,8.5,1,Friday,15:16,9.1,38.3,41.5,15,Afternoon,False
242,9,14,4,7.7,0,Saturday,07:02,7.5,21.3,21.8,7,Morning,True
243,9,13,4,5.6,0,Sunday,09:25,6.5,10.4,16.0,9,Morning,True
244,16,21,4,7.9,1,Wednesday,09:23,10.4,11.7,34.2,9,Morning,False
245,7,12,4,4.8,1,Wednesday,16:51,7.0,12.7,10.9,16,Afternoon,False
246,6,10,4,7.6,0,Thursday,21:49,5.5,14.8,14.0,21,Night,False
247,7,11,4,4.6,0,Sunday,08:37,5.8,3.5,4.3,8,Morning,True
248,15,21,5,7.6,1,Thursday,19:58,6.5,2.8,33.6,19,Evening,False
249,10,15,4,10.0,0,Saturday,08:06,7.8,14.9,31.1,8,Morning,True
250,5,11,3,3.9,0,Thursday,10:44,7.0,0.9,8.9,10,Morning,False
251,3,9,4,8.6,1,Sunday,09:42,7.1,20.6,9.3,9,Morning,True
252,9,12,3,8.3,1,Friday,10:08,13.4,19.7,36.0,10,Morning,False
253,10,13,3,9.8,0,Saturday,01:20,10.1,6.5,30.5,1,Night,True
254,1,5,3,11.2,2,Sunday,20:09,8.8,17.9,14.3,20,Evening,True
255,5,9,4,8.2,0,Friday,08:32,5.6,15.0,14.8,8,Morning,False
256,11,15,4,6.8,3,Saturday,08:13,10.6,6.4,31.2,8,Morning,True
257,14,18,3,10.1,3,Sunday,16:23,10.6,20.8,71.2,16,Afternoon,True
258,12,18,5,9.1,1,Tuesday,23:02,6.6,7.2,17.9,23,Night,False
259,3,6,3,10.5,0,Friday,06:40,6.0,23.2,7.6,6,Morning,False
260,7,12,4,5.6,0,Monday,11:39,10.7,13.4,13.7,11,Morning,False
261,11,15,4,7.4,0,Saturday,15:59,4.9,18.5,26.4,15,Afternoon,True
262,12,17,4,8.5,0,Saturday,11:19,12.5,17.7,39.7,11,Morning,True
263,6,14,5,2.0,3,Sunday,07:25,3.9,0.0,2.8,7,Morning,True
264,3,7,2,7.5,0,Friday,03:34,11.1,33.8,18.6,3,Night,False
265,4,7,3,10.3,0,Wednesday,04:15,5.0,22.2,10.4,4,Night,False
266,11,16,4,10.8,1,Tuesday,15:17,7.6,20.6,40.5,15,Afternoon,False
267,11,16,4,7.0,1,Tuesday,07:13,4.1,12.7,24.8,7,Morning,False
268,8,14,5,17.6,0,Wednesday,17:16,10.3,15.1,38.1,17,Evening,False
269,10,18,5,4.4,1,Monday,17:31,10.6,15.4,18.9,17,Evening,False
270,6,11,4,5.4,1,Monday,09:30,10.8,12.9,15.4,9,Morning,False
271,11,15,4,5.8,2,Thursday,11:56,4.5,16.4,28.0,11,Morning,False
272,16,22,5,12.8,0,Saturday,12:42,13.2,33.7,63.9,12,Afternoon,True
273,7,15,5,6.6,0,Sunday,08:19,10.3,4.9,7.5,8,Morning,True
274,6,9,3,7.4,2,Saturday,21:18,11.6,20.2,28.8,21,Night,True
275,9,10,1,5.4,0,Wednesday,14:17,1.9,22.6,87.4,14,Afternoon,False
276,12,16,3,5.6,1,Thursday,10:44,8.3,5.5,27.5,10,Morning,False
277,10,15,4,7.5,0,Monday,20:08,11.5,0.0,15.4,20,Evening,False
278,5,7,2,9.0,0,Monday,07:48,6.8,32.6,30.7,7,Morning,False
279,9,16,5,10.1,0,Monday,07:53,10.3,22.6,24.5,7,Morning,False
280,9,12,3,12.2,0,Monday,19:03,10.0,27.8,56.8,19,Evening,False
281,6,11,3,4.8,1,Monday,02:18,10.0,15.5,14.7,2,Night,False
282,6,11,4,7.7,3,Tuesday,08:08,3.2,10.7,24.7,8,Morning,False
283,3,10,4,11.4,0,Sunday,11:17,2.4,34.8,10.8,11,Morning,True
284,6,11,3,7.7,1,Tuesday,08:12,7.0,14.9,22.0,8,Morning,False
285,9,11,2,7.5,0,Friday,21:43,9.2,27.4,42.1,21,Night,False
286,10,14,4,4.6,0,Saturday,20:04,7.5,3.3,17.8,20,Evening,True
287,5,7,2,6.2,0,Monday,10:13,6.5,17.4,20.2,10,Morning,False
288,7,12,4,6.1,0,Monday,16:44,3.7,3.2,14.4,16,Afternoon,False
289,10,15,5,8.4,1,Tuesday,15:05,8.7,16.6,26.0,15,Afternoon,False
290,12,16,4,9.5,0,Tuesday,17:12,8.8,15.1,38.2,17,Evening,False
291,8,13,3,9.4,0,Saturday,08:45,8.4,24.0,29.7,8,Morning,True
292,15,20,4,10.0,1,Sunday,18:19,7.6,19.6,54.5,18,Evening,True
293,10,14,3,9.9,2,Thursday,04:06,5.4,21.9,38.5,4,Night,False
294,10,16,4,7.5,2,Wednesday,19:56,9.3,27.7,42.0,19,Evening,False
295,15,19,4,9.1,0,Friday,13:03,13.8,9.3,50.5,13,Afternoon,False
296,5,11,6,8.1,0,Thursday,18:36,10.6,11.2,10.9,18,Evening,False
297,9,13,4,5.3,0,Wednesday,11:25,9.9,0.2,15.2,11,Morning,False
298,3,9,4,8.8,0,Sunday,21:13,6.7,23.5,10.7,21,Night,True
299,16,22,5,9.6,0,Wednesday,18:11,11.2,8.1,35.9,18,Evening,False
300,13,22,5,5.2,2,Thursday,20:50,9.5,8.0,21.5,20,Evening,False
301,17,21,4,7.2,0,Saturday,14:36,6.3,17.0,45.3,14,Afternoon,True
302,10,17,5,4.5,1,Monday,07:51,9.9,1.0,12.8,7,Morning,False
303,6,11,3,7.7,0,Friday,22:11,7.1,11.3,11.2,22,Night,False
304,4,8,3,5.6,1,Tuesday,19:20,7.7,10.8,13.3,19,Evening,False
305,11,14,3,10.9,1,Thursday,15:53,8.5,31.8,53.8,15,Afternoon,False
306,5,10,4,9.7,0,Monday,02:02,5.2,10.4,15.2,2,Night,False
307,3,10,4,11.2,3,Thursday,05:44,6.9,23.0,24.5,5,Night,False
308,5,8,3,3.2,1,Tuesday,01:52,7.0,6.4,6.8,1,Night,False
309,5,10,4,9.8,0,Thursday,11:57,4.9,16.3,17.2,11,Morning,False
310,9,17,5,7.7,2,Monday,13:15,9.6,18.7,29.8,13,Afternoon,False
311,13,20,5,6.5,1,Monday,19:54,10.3,12.1,47.0,19,Evening,False
312,6,11,3,11.5,1,Tuesday,20:35,7.0,43.6,40.9,20,Evening,False
313,8,14,4,4.7,1,Thursday,10:37,8.7,13.7,16.8,10,Morning,False
314,13,18,4,7.1,1,Wednesday,07:08,5.8,12.6,26.6,7,Morning,False
315,17,20,2,6.4,2,Saturday,11:18,12.4,44.2,92.0,11,Morning,True
316,7,10,3,8.3,0,Monday,13:04,9.9,21.6,29.9,13,Afternoon,False
317,13,20,6,7.5,1,Monday,12:28,15.2,18.1,32.7,12,Afternoon,False
318,13,15,2,3.9,1,Tuesday,18:01,8.3,21.8,36.3,18,Evening,False
