queue_id,num_people_waiting,queue_length,active_counters,avg_service_time,priority_customers,day_of_week,time_of_day,historical_queue_load,previous_waiting_time,actual_waiting_time,hour,time_period,is_weekend
1972,9,13,4,9.0,0,Tuesday,07:28,8.8,16.0,22.6,7,Morning,False
2520,6,12,4,6.5,1,Tuesday,09:28,13.0,15.2,15.7,9,Morning,False
2233,4,6,2,6.1,1,Saturday,00:41,5.4,37.1,15.7,0,Night,True
692,7,11,3,6.6,2,Sunday,18:33,8.5,16.4,29.9,18,Evening,True
2247,9,14,4,8.4,1,Sunday,13:54,6.6,19.9,26.6,13,Afternoon,True
417,3,10,4,7.7,0,Saturday,07:37,13.8,14.8,12.1,7,Morning,True
2128,5,11,4,7.3,1,Wednesday,08:02,8.3,7.8,14.1,8,Morning,False
218,6,12,6,7.5,1,Wednesday,16:37,7.7,0.0,4.8,16,Afternoon,False
2421,8,13,4,11.2,0,Friday,20:02,7.8,23.6,30.7,20,Evening,False
1955,15,20,5,8.0,2,Saturday,17:59,8.7,14.8,46.8,17,Evening,True
2177,2,7,3,11.2,1,Sunday,18:38,3.5,16.6,16.9,18,Evening,True
3101,4,8,3,8.9,2,Sunday,09:26,9.3,27.3,23.4,9,Morning,True
1968,5,10,4,6.8,1,Monday,05:47,4.4,4.0,11.3,5,Night,False
1028,6,11,4,8.4,1,Wednesday,16:07,13.7,15.0,21.0,16,Afternoon,False
1053,7,11,4,8.5,1,Tuesday,11:54,8.5,11.5,25.6,11,Morning,False
2471,12,15,3,3.2,1,Saturday,09:38,10.1,6.5,20.1,9,Morning,True
728,12,16,3,8.5,1,Friday,20:52,8.7,14.2,47.9,20,Evening,False
1911,7,10,2,6.3,0,Thursday,21:55,3.9,19.0,24.5,21,Night,False
2360,7,11,4,10.2,0,Friday,05:26,5.8,15.9,14.6,5,Night,False
1554,12,16,4,8.2,1,Monday,19:09,15.8,22.6,40.8,19,Evening,False
450,5,10,3,11.3,1,Tuesday,17:50,10.8,29.8,33.2,17,Evening,False
1887,10,11,1,4.3,0,Saturday,08:07,4.9,27.5,54.8,8,Morning,True
377,9,13,3,6.2,1,Sunday,20:00,4.2,11.8,21.8,20,Evening,True
2064,11,16,3,7.1,0,Sunday,18:50,9.1,34.0,35.5,18,Evening,True
3012,5,9,3,4.6,0,Saturday,10:34,12.9,29.0,14.2,10,Morning,True
3672,8,14,3,11.6,2,Tuesday,11:01,6.3,36.0,52.7,11,Morning,False
434,16,23,4,2.0,0,Monday,10:59,13.6,0.0,13.8,10,Morning,False
2671,3,9,4,5.1,1,Wednesday,00:21,4.5,0.0,7.0,0,Night,False
372,4,9,3,6.4,0,Wednesday,08:09,5.8,14.8,11.0,8,Morning,False
3266,3,8,4,8.4,1,Sunday,23:08,6.5,11.7,10.5,23,Night,True
3214,9,13,3,9.7,1,Saturday,01:06,4.8,7.9,26.9,1,Night,True
1468,7,13,3,6.0,1,Sunday,21:12,5.2,15.0,16.5,21,Night,True
701,4,7,3,10.0,0,Wednesday,16:18,8.6,4.0,14.2,16,Afternoon,False
3644,16,20,4,12.0,1,Sunday,20:33,9.9,14.2,59.3,20,Evening,True
645,7,13,4,8.9,1,Thursday,21:34,12.1,1.9,23.4,21,Night,False
3658,13,18,5,9.2,0,Saturday,19:42,11.3,1.2,33.6,19,Evening,True
666,9,15,4,6.4,0,Sunday,18:42,7.7,7.2,17.5,18,Evening,True
2635,4,8,3,4.2,1,Wednesday,15:15,10.2,1.6,11.3,15,Afternoon,False
1074,6,11,4,5.4,0,Friday,03:07,8.6,6.6,5.6,3,Night,False
3926,16,18,2,8.1,1,Friday,10:39,4.6,24.6,84.9,10,Morning,False
2917,7,8,1,7.1,1,Tuesday,02:05,9.2,30.4,44.5,2,Night,False
2417,9,13,3,6.4,0,Wednesday,18:29,13.4,10.9,30.0,18,Evening,False
3407,14,18,3,6.3,0,Wednesday,16:31,11.1,3.0,35.2,16,Afternoon,False
795,11,19,6,7.5,1,Friday,21:58,6.8,17.0,19.8,21,Night,False
3580,4,9,4,8.9,1,Monday,08:40,9.1,25.1,19.9,8,Morning,False
247,7,11,4,4.6,0,Sunday,08:37,5.8,3.5,4.3,8,Morning,True
1026,6,9,3,6.8,2,Friday,07:09,15.2,15.3,23.2,7,Morning,False
735,13,19,2,13.3,1,Thursday,11:13,8.0,46.7,116.2,11,Morning,False
506,6,8,2,6.3,0,Friday,16:58,11.6,15.6,28.8,16,Afternoon,False
1801,5,10,3,8.2,1,Sunday,06:33,5.7,13.6,17.7,6,Morning,True
924,1,5,4,6.3,0,Thursday,23:04,7.3,8.1,6.6,23,Night,False
3680,14,19,4,6.6,1,Friday,13:25,5.9,13.2,34.9,13,Afternoon,False
3432,7,13,3,8.7,0,Saturday,08:59,8.0,16.2,22.6,8,Morning,True
3257,9,14,3,10.8,0,Sunday,11:54,8.7,35.2,36.7,11,Morning,True
533,7,11,4,6.8,0,Sunday,20:05,7.7,13.2,12.5,20,Evening,True
1796,9,12,3,9.2,0,Friday,14:11,6.6,17.3,37.9,14,Afternoon,False
109,5,10,4,11.5,1,Wednesday,15:29,9.0,28.5,29.7,15,Afternoon,False
1851,16,23,6,11.8,0,Saturday,12:35,18.9,17.0,52.2,12,Afternoon,True
2650,8,17,5,6.4,2,Monday,18:14,9.9,13.9,24.5,18,Evening,False
2404,6,11,3,8.7,0,Sunday,20:31,7.4,17.2,22.3,20,Evening,True
2518,13,17,4,8.0,1,Saturday,14:16,10.0,14.7,43.0,14,Afternoon,True
1865,8,13,4,10.4,0,Thursday,08:16,9.5,0.0,17.5,8,Morning,False
3197,12,16,4,8.3,1,Wednesday,15:39,10.3,19.5,32.1,15,Afternoon,False
2964,5,10,3,8.5,0,Sunday,17:01,9.3,17.2,18.5,17,Evening,True
3739,4,8,3,8.8,1,Wednesday,10:42,7.0,9.6,16.4,10,Morning,False
544,5,10,4,9.3,0,Thursday,10:01,7.4,16.6,15.0,10,Morning,False
1750,3,10,5,3.8,1,Tuesday,17:53,5.4,5.9,4.4,17,Evening,False
2485,7,11,2,6.9,0,Thursday,04:56,3.6,25.5,19.1,4,Night,False
2029,9,12,3,11.9,0,Saturday,09:04,4.9,20.0,44.8,9,Morning,True
260,7,12,4,5.6,0,Monday,11:39,10.7,13.4,13.7,11,Morning,False
930,3,9,5,7.3,1,Thursday,17:07,7.7,4.6,10.7,17,Evening,False
2479,6,10,4,3.2,1,Thursday,09:33,8.7,17.8,12.6,9,Morning,False
2500,8,13,4,8.7,0,Friday,16:09,5.3,11.8,20.9,16,Afternoon,False
1282,6,13,4,2.0,1,Sunday,18:36,10.8,6.7,4.9,18,Evening,True
928,5,9,3,10.2,1,Saturday,14:27,8.4,25.6,35.4,14,Afternoon,True
613,4,7,3,10.3,0,Tuesday,09:59,7.7,22.2,21.1,9,Morning,False
1310,8,13,5,4.4,2,Monday,12:09,13.2,15.7,13.9,12,Afternoon,False
3218,11,16,4,5.4,0,Friday,16:35,3.2,12.2,22.0,16,Afternoon,False
220,5,9,4,7.0,2,Saturday,10:27,11.8,5.2,22.3,10,Morning,True
3384,8,12,2,11.9,1,Monday,15:12,7.5,34.5,72.8,15,Afternoon,False
486,7,13,5,6.1,1,Monday,09:31,4.6,5.7,14.0,9,Morning,False
2308,10,18,6,6.8,0,Thursday,17:38,10.0,9.1,12.9,17,Evening,False
1075,12,17,5,4.5,0,Monday,17:18,7.1,9.5,14.6,17,Evening,False
3510,7,13,3,8.4,0,Sunday,16:03,9.5,17.8,24.5,16,Afternoon,True
1954,13,18,5,11.6,0,Saturday,16:07,8.3,14.4,43.1,16,Afternoon,True
259,3,6,3,10.5,0,Friday,06:40,6.0,23.2,7.6,6,Morning,False
3087,11,16,5,9.2,0,Wednesday,14:02,8.0,20.5,26.6,14,Afternoon,False
387,8,14,4,4.4,1,Tuesday,11:58,7.4,2.5,12.8,11,Morning,False
848,7,10,3,7.9,1,Monday,08:35,4.1,11.3,27.1,8,Morning,False
2865,10,15,4,2.1,1,Tuesday,09:44,5.7,4.4,5.4,9,Morning,False
1403,15,21,5,8.8,1,Monday,10:38,14.4,20.7,37.9,10,Morning,False
3930,9,15,5,8.9,0,Wednesday,18:34,7.1,9.7,23.1,18,Evening,False
1787,5,10,4,8.5,1,Wednesday,11:01,6.1,24.1,17.8,11,Morning,False
2944,12,15,3,6.6,0,Sunday,20:58,8.3,12.1,29.0,20,Evening,True
1850,5,9,3,6.9,0,Sunday,20:46,6.9,14.9,9.7,20,Evening,True
1062,11,15,3,7.8,0,Saturday,20:50,16.1,6.0,39.7,20,Evening,True
210,14,17,3,3.8,1,Friday,17:17,10.5,5.7,25.5,17,Evening,False
3609,7,9,2,11.6,3,Thursday,10:34,9.6,48.8,68.0,10,Morning,False
2792,7,13,4,7.7,1,Monday,21:17,9.3,10.2,22.8,21,Night,False
3543,12,18,5,6.1,0,Thursday,10:22,8.3,10.7,21.6,10,Morning,False
2038,11,16,5,10.5,1,Saturday,11:41,11.2,25.8,44.0,11,Morning,True
1704,9,14,5,3.6,1,Tuesday,16:04,9.0,18.7,11.0,16,Afternoon,False
2543,4,8,3,4.8,0,Saturday,13:27,7.7,3.0,10.2,13,Afternoon,True
2866,7,12,4,3.1,1,Wednesday,19:05,8.0,7.0,9.7,19,Evening,False
2155,13,18,4,7.5,0,Wednesday,18:03,8.8,5.7,12.7,18,Evening,False
597,4,9,4,9.8,0,Sunday,20:19,6.4,26.5,12.6,20,Evening,True
2320,6,10,4,5.8,1,Thursday,14:49,5.9,4.3,13.3,14,Afternoon,False
2499,7,12,5,4.3,0,Tuesday,12:19,11.3,20.2,10.5,12,Afternoon,False
297,9,13,4,5.3,0,Wednesday,11:25,9.9,0.2,15.2,11,Morning,False
1222,4,8,3,6.4,0,Sunday,18:23,2.4,17.7,14.5,18,Evening,True
508,12,19,5,7.3,1,Friday,14:51,10.1,3.0,30.9,14,Afternoon,False
2855,3,7,2,9.1,0,Tuesday,22:04,7.1,23.2,14.4,22,Night,False
8,5,9,4,5.0,0,Sunday,10:58,7.5,7.1,5.3,10,Morning,True
3554,7,11,4,6.0,0,Friday,09:35,5.1,14.6,13.7,9,Morning,False
3044,5,9,4,8.0,2,Sunday,09:47,3.8,16.1,20.0,9,Morning,True
2012,7,10,3,6.9,2,Wednesday,16:58,9.6,14.1,26.2,16,Afternoon,False
2277,8,11,3,6.7,1,Thursday,21:21,5.0,10.9,24.3,21,Night,False
2079,4,8,3,7.5,0,Friday,06:05,5.3,7.6,10.4,6,Morning,False
3107,9,16,6,12.4,2,Tuesday,14:00,6.5,13.2,34.6,14,Afternoon,False
3620,14,20,5,2.8,1,Saturday,10:39,10.2,3.6,16.6,10,Morning,True
2212,6,10,4,8.5,0,Tuesday,16:01,4.2,15.0,18.6,16,Afternoon,False
178,13,19,6,7.5,2,Saturday,13:58,12.5,25.0,39.9,13,Afternoon,True
3839,3,8,3,6.9,0,Tuesday,08:12,10.9,2.8,11.8,8,Morning,False
2769,10,15,2,7.8,0,Thursday,18:52,6.5,11.7,46.5,18,Evening,False
791,6,13,5,3.8,0,Saturday,10:22,10.7,14.8,7.2,10,Morning,True
1238,5,10,4,7.5,0,Tuesday,09:29,10.0,3.0,5.6,9,Morning,False
679,17,23,4,6.1,1,Saturday,14:19,12.8,13.6,47.4,14,Afternoon,True
3442,6,10,4,7.6,0,Saturday,14:31,13.2,17.3,22.8,14,Afternoon,True
1841,11,14,3,7.0,1,Friday,09:46,9.6,21.4,35.7,9,Morning,False
1728,15,19,4,9.4,1,Wednesday,13:17,7.1,16.5,54.5,13,Afternoon,False
97,8,13,4,12.6,1,Friday,18:43,15.8,13.9,46.7,18,Evening,False
44,6,9,3,7.5,0,Wednesday,11:31,7.2,28.8,17.6,11,Morning,False
2375,1,4,3,9.3,0,Sunday,05:41,4.6,23.3,4.1,5,Night,True
1477,10,15,4,5.1,0,Tuesday,18:14,11.0,7.9,20.5,18,Evening,False
1115,9,15,4,4.3,0,Sunday,12:54,7.0,5.3,13.4,12,Afternoon,True
760,12,19,5,6.2,1,Saturday,08:29,8.7,4.2,21.4,8,Morning,True
3570,4,10,4,5.0,0,Sunday,11:21,8.7,3.8,8.3,11,Morning,True
3877,10,15,5,9.0,1,Tuesday,10:34,8.0,11.7,29.4,10,Morning,False
1458,7,11,4,8.7,1,Thursday,14:42,5.8,12.4,27.3,14,Afternoon,False
3056,11,14,3,9.9,1,Thursday,14:06,9.1,14.8,49.6,14,Afternoon,False
26,11,16,3,7.4,0,Sunday,13:47,5.1,25.2,32.5,13,Afternoon,True
2294,6,13,5,3.5,1,Thursday,18:20,11.3,2.4,5.3,18,Evening,False
3574,5,11,4,11.5,0,Sunday,08:36,4.7,18.2,19.0,8,Morning,True
680,6,11,4,4.6,0,Monday,20:13,10.2,0.1,8.1,20,Evening,False
1653,7,13,5,9.1,2,Friday,07:39,12.1,22.2,30.8,7,Morning,False
3515,16,22,5,6.6,0,Tuesday,12:48,9.4,10.3,31.2,12,Afternoon,False
782,11,18,5,10.9,0,Tuesday,15:26,11.4,19.7,32.3,15,Afternoon,False
2683,8,11,3,10.5,1,Wednesday,08:03,7.5,10.2,35.8,8,Morning,False
3614,7,10,2,3.9,1,Wednesday,08:56,7.5,15.3,17.4,8,Morning,False
1346,8,12,4,3.8,1,Monday,15:16,7.5,15.7,12.5,15,Afternoon,False
3115,6,10,4,6.6,0,Sunday,08:59,7.2,14.1,8.7,8,Morning,True
2666,4,10,4,7.0,1,Friday,09:56,5.9,17.8,15.3,9,Morning,False
2406,7,11,4,6.5,0,Thursday,16:53,6.9,19.4,19.7,16,Afternoon,False
2373,9,12,3,11.3,0,Tuesday,21:12,4.6,36.8,39.7,21,Night,False
655,11,14,3,11.4,0,Sunday,15:12,10.0,36.3,48.3,15,Afternoon,True
2139,7,11,3,7.5,0,Thursday,10:20,8.7,2.3,7.7,10,Morning,False
884,8,11,3,11.9,1,Sunday,15:25,7.8,31.6,41.4,15,Afternoon,True
3598,7,12,4,10.9,1,Friday,11:56,7.0,29.6,32.6,11,Morning,False
68,10,14,3,8.8,1,Saturday,08:28,8.0,23.7,43.1,8,Morning,True
383,12,20,5,7.5,0,Saturday,14:47,14.2,15.1,32.7,14,Afternoon,True
2474,10,19,6,7.0,0,Monday,07:52,11.0,11.0,16.3,7,Morning,False
2826,10,15,5,2.1,1,Saturday,20:28,12.3,2.2,10.6,20,Evening,True
3559,9,14,4,2.2,2,Friday,02:48,7.6,0.0,5.8,2,Night,False
2429,6,8,1,8.0,1,Friday,21:53,2.9,41.3,60.3,21,Night,False
32,6,9,2,8.4,0,Saturday,07:35,7.5,27.0,26.9,7,Morning,True
2173,19,28,6,3.4,1,Saturday,15:37,9.9,0.0,15.2,15,Afternoon,True
1512,10,14,3,8.1,0,Monday,04:19,6.1,7.5,23.0,4,Night,False
2291,7,10,3,7.3,1,Thursday,10:56,6.8,22.9,27.1,10,Morning,False
2900,9,13,3,4.0,1,Wednesday,14:43,5.4,1.7,17.1,14,Afternoon,False
1105,5,11,4,5.7,2,Wednesday,16:25,9.1,15.1,18.2,16,Afternoon,False
611,8,13,4,4.8,2,Saturday,22:21,13.3,2.7,17.6,22,Night,True
571,5,9,4,7.5,0,Friday,08:11,4.0,21.2,18.8,8,Morning,False
344,12,18,4,8.9,1,Friday,17:49,9.4,15.9,42.4,17,Evening,False
2352,4,8,4,12.0,1,Sunday,01:41,6.5,20.3,14.6,1,Night,True
3225,5,10,3,7.0,0,Sunday,08:31,5.8,1.5,12.8,8,Morning,True
3028,6,13,4,7.4,0,Thursday,20:20,8.7,18.8,13.0,20,Evening,False
2487,19,24,4,7.0,0,Wednesday,12:59,13.1,6.6,41.4,12,Afternoon,False
1035,9,13,4,4.5,0,Wednesday,10:44,10.8,8.9,12.1,10,Morning,False
2094,12,18,4,7.9,1,Monday,09:30,6.8,16.3,32.8,9,Morning,False
2986,5,9,4,5.5,0,Wednesday,11:17,7.7,3.2,13.6,11,Morning,False
3670,13,18,5,7.2,2,Wednesday,17:15,8.8,8.3,34.2,17,Evening,False
3117,2,6,4,8.3,2,Friday,10:31,6.6,11.4,10.9,10,Morning,False
1129,11,16,4,5.9,2,Friday,08:01,5.7,4.1,24.0,8,Morning,False
966,7,12,5,8.1,2,Thursday,19:27,5.7,5.6,20.9,19,Evening,False
529,9,15,6,6.6,1,Sunday,15:52,9.4,14.1,19.4,15,Afternoon,True
177,7,10,2,7.7,0,Tuesday,11:30,6.3,16.1,33.2,11,Morning,False
423,14,20,5,9.4,1,Sunday,16:32,8.3,5.6,34.9,16,Afternoon,True
3895,8,12,3,7.3,0,Wednesday,05:09,5.4,12.2,11.3,5,Night,False
3230,7,12,5,3.2,0,Monday,04:58,6.0,1.0,24.1,4,Night,False
2567,4,11,5,11.0,2,Monday,15:40,15.7,19.4,23.2,15,Afternoon,False
573,11,18,6,3.4,1,Friday,10:40,13.9,0.0,12.8,10,Morning,False
2662,10,13,3,8.4,0,Monday,16:17,7.6,23.9,37.1,16,Afternoon,False
289,10,15,5,8.4,1,Tuesday,15:05,8.7,16.6,26.0,15,Afternoon,False
2803,17,22,5,7.0,0,Friday,14:41,14.0,23.5,36.4,14,Afternoon,False
1908,11,17,5,9.2,0,Wednesday,19:44,10.3,7.5,22.2,19,Evening,False
2623,12,14,2,10.8,0,Thursday,07:20,10.8,57.7,69.3,7,Morning,False
3387,12,17,4,10.9,0,Thursday,16:11,8.3,18.4,38.0,16,Afternoon,False
1515,9,12,3,11.4,1,Tuesday,18:22,7.4,25.0,51.0,18,Evening,False
2092,11,18,4,8.7,0,Wednesday,13:44,10.4,30.5,37.2,13,Afternoon,False
1378,11,18,6,9.4,0,Sunday,18:36,7.3,13.7,22.6,18,Evening,True
1965,6,9,3,8.5,0,Wednesday,18:26,6.5,23.0,23.7,18,Evening,False
1361,6,11,3,10.2,0,Thursday,18:49,8.7,30.9,47.7,18,Evening,False
2105,9,14,4,11.3,0,Saturday,01:57,7.8,0.0,16.3,1,Night,True
3600,11,15,3,12.2,0,Monday,16:54,5.4,36.4,64.2,16,Afternoon,False
3090,10,14,3,6.6,0,Tuesday,20:03,4.8,4.4,21.9,20,Evening,False
371,8,13,4,6.4,0,Tuesday,07:32,9.5,7.0,17.3,7,Morning,False
2655,3,8,5,9.7,0,Thursday,11:24,6.5,16.7,8.9,11,Morning,False
1742,14,21,6,4.3,0,Thursday,10:50,7.7,0.0,13.2,10,Morning,False
3756,12,19,6,6.9,0,Monday,21:39,8.7,14.5,17.2,21,Night,False
1883,10,13,2,9.4,0,Saturday,15:05,9.2,35.2,64.9,15,Afternoon,True
1961,7,14,5,6.0,1,Saturday,05:09,8.3,0.0,12.4,5,Night,True
142,3,8,4,9.6,0,Saturday,00:46,7.5,21.3,9.2,0,Night,True
3401,15,20,4,5.3,1,Thursday,19:47,9.2,6.5,27.1,19,Evening,False
492,2,4,2,7.5,1,Sunday,07:27,8.7,53.1,21.9,7,Morning,True
199,6,11,3,10.4,1,Monday,02:46,10.7,20.8,27.4,2,Night,False
2965,9,15,3,7.9,0,Tuesday,19:42,8.7,11.4,31.8,19,Evening,False
2058,13,19,5,3.5,0,Monday,18:28,7.3,9.6,14.5,18,Evening,False
2935,3,9,2,11.4,0,Wednesday,16:12,5.1,30.6,18.1,16,Afternoon,False
2425,15,22,4,5.5,0,Saturday,15:06,11.6,2.4,27.5,15,Afternoon,True
196,7,13,4,3.4,1,Sunday,17:49,12.0,0.0,11.7,17,Evening,True
875,8,15,6,10.7,1,Monday,17:09,14.5,15.0,28.5,17,Evening,False
2430,14,19,4,9.8,1,Saturday,16:18,8.7,11.1,53.7,16,Afternoon,True
3278,16,21,4,9.5,0,Saturday,16:44,11.3,15.8,56.4,16,Afternoon,True
841,5,9,3,7.9,0,Sunday,14:54,9.8,22.5,13.5,14,Afternoon,True
582,10,19,5,2.0,0,Thursday,14:12,6.4,6.8,3.8,14,Afternoon,False
2995,8,13,3,7.5,1,Sunday,10:58,8.9,15.6,20.4,10,Morning,True
906,5,7,1,5.4,0,Sunday,10:39,10.7,32.4,32.7,10,Morning,True
632,8,13,5,9.9,0,Friday,15:38,8.4,10.3,20.7,15,Afternoon,False
1984,7,12,4,5.5,0,Tuesday,20:48,6.0,0.0,12.4,20,Evening,False
163,8,14,4,5.5,0,Monday,09:12,11.4,18.7,14.5,9,Morning,False
2610,15,24,6,7.5,2,Sunday,07:05,9.2,7.7,23.6,7,Morning,True
1269,2,11,5,10.8,1,Tuesday,01:58,6.0,9.5,6.1,1,Night,False
1573,2,6,4,6.9,1,Saturday,22:17,0.0,0.4,5.9,22,Night,True
2652,7,13,4,9.9,0,Thursday,12:09,5.0,14.8,25.0,12,Afternoon,False
926,4,10,5,11.2,0,Tuesday,04:23,5.8,26.4,8.1,4,Night,False
1816,10,14,4,6.0,0,Thursday,08:45,9.9,13.2,18.2,8,Morning,False
548,10,16,5,8.8,2,Wednesday,13:22,10.6,10.8,33.4,13,Afternoon,False
1271,8,13,4,8.5,0,Wednesday,17:01,11.1,9.4,23.2,17,Evening,False
1175,11,15,3,6.8,1,Friday,11:58,11.5,20.0,38.6,11,Morning,False
2084,7,14,5,8.2,0,Monday,20:25,15.1,16.6,17.0,20,Evening,False
2464,10,16,4,6.0,0,Saturday,11:32,13.6,23.4,25.3,11,Morning,True
612,4,8,4,7.7,1,Tuesday,08:44,5.9,8.9,6.2,8,Morning,False
2186,13,16,3,13.9,0,Thursday,18:14,8.9,47.1,83.6,18,Evening,False
3649,11,15,4,6.1,0,Saturday,07:08,9.2,11.6,23.9,7,Morning,True
2888,5,9,3,7.5,0,Wednesday,03:13,7.0,0.0,1.7,3,Night,False
3163,1,5,4,4.8,0,Tuesday,09:30,7.0,13.8,3.5,9,Morning,False
743,12,16,4,7.1,0,Monday,11:36,9.8,18.4,29.9,11,Morning,False
638,13,22,6,8.0,0,Monday,16:34,5.1,15.6,20.9,16,Afternoon,False
2289,11,17,4,9.1,3,Monday,21:05,8.2,15.9,42.5,21,Night,False
2750,9,15,5,7.2,0,Monday,10:25,5.7,10.3,13.9,10,Morning,False
2016,7,16,5,7.5,0,Sunday,14:24,9.7,3.7,14.0,14,Afternoon,True
1098,8,11,3,8.4,1,Wednesday,13:05,8.4,7.1,34.3,13,Afternoon,False
3058,7,11,4,8.2,0,Wednesday,16:18,8.7,9.0,21.2,16,Afternoon,False
49,6,10,3,5.3,0,Thursday,16:48,8.9,14.4,13.0,16,Afternoon,False
1338,4,8,3,14.2,0,Sunday,07:51,5.8,22.5,19.8,7,Morning,True
922,8,12,4,8.3,1,Wednesday,11:05,7.7,11.3,25.2,11,Morning,False
